Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Mapped_Title,FamilySize,TicketPrefix,TicketNumber,TicketNumberLengthGroup,TicketNumberPrefix,Mapped_Sex,AgeGroup,Age_Pclass_Group,FareGroup,FamilySizeGroup,Age_Pclass,family_size_pclass_total,family_size_pclass_survived
0,1,45.5,0,0,28.5,2,0,1,35,113043,3,68,0,2,6,3,0,45.5,109,0.5365853658536586
0,2,23.0,0,0,13.0,2,0,1,35,28425,1,55,0,0,1,1,0,46.0,104,0.3647058823529411
0,3,32.0,0,0,7.925,2,0,1,33,3101293,2,84,0,1,5,0,0,96.0,324,0.2137404580152671
0,3,26.0,1,0,7.8542,2,0,2,35,350025,3,79,0,0,2,0,2,78.0,113,0.4021739130434782
0,3,6.0,4,2,31.275,2,1,7,35,347082,3,78,1,6,19,5,1,18.0,54,0.0681818181818181
0,1,24.0,0,1,247.5208,0,0,2,15,17558,1,46,0,0,0,4,2,24.0,101,0.6842105263157895
0,1,45.0,0,0,26.55,2,0,1,35,113050,3,68,0,2,6,3,0,45.0,109,0.5365853658536586
0,2,29.0,1,0,27.7208,0,0,2,26,2167,0,11,0,0,1,3,2,58.0,78,0.625
0,3,30.0,0,0,7.8958,2,0,1,35,349216,3,78,0,0,2,0,0,90.0,324,0.2137404580152671
1,1,30.0,0,0,35.5,2,0,1,35,19947,1,48,0,0,0,5,0,30.0,109,0.5365853658536586
1,2,42.0,0,0,13.0,2,2,1,35,236852,3,71,1,2,7,1,0,84.0,104,0.3647058823529411
0,3,36.0,1,1,24.15,2,0,3,35,345773,3,78,0,1,5,3,2,108.0,113,0.4021739130434782
0,2,33.0,0,0,12.275,2,0,1,28,1585,0,7,0,1,4,1,0,66.0,104,0.3647058823529411
0,3,17.0,1,0,7.0542,2,0,2,35,350048,3,79,0,6,19,0,2,51.0,113,0.4021739130434782
1,3,29.0,0,0,9.5,2,0,1,35,345779,3,78,0,0,2,0,0,87.0,324,0.2137404580152671
1,2,50.0,0,1,26.0,2,2,2,35,230433,3,71,1,2,7,3,2,100.0,78,0.625
1,1,35.0,1,0,90.0,2,2,2,35,19943,1,48,1,1,3,11,2,35.0,101,0.6842105263157895
1,1,38.0,0,0,227.525,0,1,1,15,17757,1,46,1,1,3,4,0,38.0,109,0.5365853658536586
0,2,34.0,0,0,13.0,2,0,1,35,250647,3,73,0,1,4,1,0,68.0,104,0.3647058823529411
1,1,17.0,1,0,57.0,2,2,2,35,17474,1,46,1,6,17,7,2,17.0,101,0.6842105263157895
0,3,11.0,4,2,31.275,2,1,7,35,347082,3,78,1,6,19,5,1,33.0,54,0.0681818181818181
0,3,61.0,0,0,6.2375,2,0,1,35,345364,3,78,0,4,14,0,0,183.0,324,0.2137404580152671
0,3,30.0,0,0,8.6625,2,1,1,35,315084,3,75,1,0,2,0,0,90.0,324,0.2137404580152671
1,2,7.0,0,2,26.25,2,1,3,11,13529,1,43,1,6,18,3,2,14.0,78,0.625
1,3,63.0,0,0,9.5875,2,2,1,35,4134,0,26,1,4,14,0,0,189.0,324,0.2137404580152671
1,3,20.0,0,0,7.2292,0,0,1,35,2663,0,15,0,6,19,0,0,60.0,324,0.2137404580152671
1,3,35.0,0,2,22.3583,0,2,3,35,2668,0,15,1,1,5,3,2,105.0,113,0.4021739130434782
0,3,29.0,0,0,9.4833,2,0,1,35,7545,0,36,0,0,2,0,0,87.0,324,0.2137404580152671
1,1,36.0,1,2,120.0,2,0,4,35,113760,3,68,0,1,3,2,2,36.0,101,0.6842105263157895
0,3,30.0,0,0,14.4583,0,0,1,35,2627,0,15,0,0,2,1,0,90.0,324,0.2137404580152671
0,3,50.0,0,0,8.05,2,0,1,3,3594,0,23,0,2,8,0,0,150.0,324,0.2137404580152671
0,1,27.0,0,2,211.5,0,0,3,35,113503,3,68,0,0,0,4,2,27.0,101,0.6842105263157895
0,3,30.0,0,0,7.25,2,0,1,5,7076,0,34,0,0,2,0,0,90.0,324,0.2137404580152671
1,1,33.0,1,0,90.0,1,1,2,35,19928,1,48,1,1,3,11,2,33.0,101,0.6842105263157895
0,3,30.0,0,0,7.725,1,0,1,35,36209,1,61,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,21.0,3,1,25.4667,2,1,5,35,4133,0,26,1,0,2,3,1,63.0,54,0.0681818181818181
0,3,2.0,3,1,21.075,2,3,5,35,349909,3,78,0,6,19,3,1,6.0,54,0.0681818181818181
1,2,25.0,1,1,30.0,2,1,3,35,237789,3,71,1,0,1,5,2,50.0,78,0.625
0,1,51.0,0,1,61.3792,0,0,2,15,17597,1,46,0,3,9,8,2,51.0,101,0.6842105263157895
1,2,25.0,0,1,26.0,2,2,2,35,230433,3,71,1,0,1,3,2,50.0,78,0.625
0,3,30.0,0,0,7.25,2,0,1,3,34244,1,59,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,30.0,0,0,7.8958,2,0,1,35,349215,3,78,0,0,2,0,0,90.0,324,0.2137404580152671
0,2,24.0,0,0,13.0,2,1,1,35,248747,3,72,1,0,1,1,0,48.0,104,0.3647058823529411
0,3,18.0,1,1,20.2125,2,0,3,35,370129,3,81,0,6,19,3,2,54.0,113,0.4021739130434782
1,1,30.0,0,0,30.5,2,0,1,35,19988,1,48,0,0,0,5,0,30.0,109,0.5365853658536586
0,3,25.0,0,0,7.05,2,0,1,32,392076,3,83,0,0,2,0,0,75.0,324,0.2137404580152671
1,2,24.0,0,2,14.5,2,2,3,35,250649,3,73,1,0,1,1,2,48.0,78,0.625
0,3,22.0,0,0,7.5208,2,0,1,35,350060,3,79,0,0,2,0,0,66.0,324,0.2137404580152671
1,1,0.92,1,2,151.55,2,3,4,35,113781,3,68,0,6,17,2,2,0.92,101,0.6842105263157895
1,2,24.0,1,0,26.0,2,2,2,35,244367,3,72,1,0,1,3,2,48.0,78,0.625
1,3,26.0,0,0,7.925,2,1,1,33,3101282,2,84,1,0,2,0,0,78.0,324,0.2137404580152671
0,2,34.0,1,0,21.0,2,0,2,35,28664,1,55,0,1,4,3,2,68.0,78,0.625
1,1,21.0,2,2,262.375,0,1,5,15,17608,1,46,1,0,0,4,1,21.0,6,0.6
0,3,30.0,0,0,7.75,1,0,1,35,384461,3,82,0,0,2,0,0,90.0,324,0.2137404580152671
1,3,35.0,0,0,7.2292,0,2,1,35,2626,0,15,1,1,5,0,0,105.0,324,0.2137404580152671
0,3,30.0,0,0,8.6625,2,0,1,35,315037,3,75,0,0,2,0,0,90.0,324,0.2137404580152671
1,3,22.0,0,0,7.775,2,1,1,35,347085,3,78,1,0,2,0,0,66.0,324,0.2137404580152671
1,1,62.0,0,0,80.0,3,2,1,35,113572,3,68,1,4,12,10,0,62.0,109,0.5365853658536586
1,3,18.0,0,0,9.8417,2,1,1,35,4138,0,26,1,6,19,0,0,54.0,324,0.2137404580152671
1,1,42.0,0,0,227.525,0,1,1,15,17757,1,46,1,2,6,4,0,42.0,109,0.5365853658536586
0,2,57.0,0,0,12.35,1,0,1,35,219533,3,69,0,3,10,1,0,114.0,104,0.3647058823529411
0,3,19.0,0,0,0.0,2,0,1,13,0,4,0,0,6,19,0,0,57.0,324,0.2137404580152671
1,2,42.0,1,0,26.0,2,2,2,25,3085,0,19,1,2,7,3,2,84.0,78,0.625
0,3,30.0,0,0,7.225,0,0,1,35,2624,0,15,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,20.0,0,0,8.6625,2,1,1,35,315096,3,75,1,6,19,0,0,60.0,324,0.2137404580152671
0,3,34.5,0,0,6.4375,0,0,1,35,2683,0,15,0,1,5,0,0,103.5,324,0.2137404580152671
0,3,28.0,0,0,9.5,2,0,1,35,345783,3,78,0,0,2,0,0,84.0,324,0.2137404580152671
0,3,30.0,0,0,8.05,2,0,1,4,2816,0,17,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,23.0,0,0,7.8958,2,0,1,35,349204,3,78,0,0,2,0,0,69.0,324,0.2137404580152671
0,3,22.0,0,0,7.25,2,0,1,3,21174,1,50,0,0,2,0,0,66.0,324,0.2137404580152671
1,1,52.0,0,0,30.5,2,0,1,35,113786,3,68,0,3,9,5,0,52.0,109,0.5365853658536586
1,3,30.0,0,0,12.475,2,1,1,35,364516,3,80,1,0,2,1,0,90.0,324,0.2137404580152671
0,2,36.5,0,2,26.0,2,0,3,35,230080,3,71,0,1,4,3,2,73.0,78,0.625
0,3,30.0,0,0,7.75,1,0,1,35,364851,3,80,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,22.0,0,0,7.2292,0,0,1,35,2669,0,15,0,0,2,0,0,66.0,324,0.2137404580152671
1,1,50.0,2,0,133.65,2,0,3,15,17611,1,46,0,2,6,2,2,50.0,101,0.6842105263157895
1,3,27.0,0,0,6.975,2,0,1,35,347089,3,78,0,0,2,0,0,81.0,324,0.2137404580152671
0,3,22.0,0,0,8.05,2,0,1,35,14973,1,44,0,0,2,0,0,66.0,324,0.2137404580152671
1,1,51.0,1,0,77.9583,2,2,2,35,13502,1,43,1,3,9,9,2,51.0,101,0.6842105263157895
0,2,36.0,0,0,10.5,2,0,1,6,17248,1,46,0,1,4,1,0,72.0,104,0.3647058823529411
1,2,29.0,1,0,26.0,2,2,2,35,228414,3,70,1,0,1,3,2,58.0,78,0.625
1,1,22.0,0,0,151.55,2,1,1,35,113781,3,68,1,0,0,2,0,22.0,109,0.5365853658536586
0,1,50.0,1,0,106.425,0,0,2,15,17761,1,46,0,2,6,2,2,50.0,101,0.6842105263157895
1,2,40.0,0,0,13.0,2,1,1,35,31418,1,57,1,1,4,1,0,80.0,104,0.3647058823529411
1,3,27.0,0,0,8.6625,2,0,1,35,315098,3,75,0,0,2,0,0,81.0,324,0.2137404580152671
0,1,30.0,0,0,0.0,2,0,1,35,112052,3,68,0,0,0,0,0,30.0,109,0.5365853658536586
0,1,65.0,0,0,26.55,2,0,1,35,13509,1,43,0,4,12,3,0,65.0,109,0.5365853658536586
0,3,17.0,0,0,8.6625,2,0,1,35,315086,3,75,0,6,19,0,0,51.0,324,0.2137404580152671
1,1,28.0,0,0,26.55,2,0,1,35,110564,3,68,0,0,0,3,0,28.0,109,0.5365853658536586
1,1,4.0,0,2,81.8583,2,3,3,35,33638,1,58,0,6,17,10,2,4.0,101,0.6842105263157895
0,3,30.0,0,0,7.8958,2,0,1,35,349221,3,78,0,0,2,0,0,90.0,324,0.2137404580152671
1,3,1.0,1,1,11.1333,2,1,3,35,347742,3,78,1,6,19,1,2,3.0,113,0.4021739130434782
0,2,36.0,1,2,27.75,2,0,4,6,34651,1,59,0,1,4,3,2,72.0,78,0.625
0,2,43.0,1,1,26.25,2,0,3,11,13529,1,43,0,2,7,3,2,86.0,78,0.625
0,1,38.0,0,1,153.4625,2,0,2,15,17582,1,46,0,1,3,2,2,38.0,101,0.6842105263157895
1,2,31.0,1,1,26.25,2,2,3,6,31921,1,57,1,1,4,3,2,62.0,78,0.625
0,3,29.0,0,0,8.05,2,0,1,35,343276,3,78,0,0,2,0,0,87.0,324,0.2137404580152671
0,3,18.0,0,0,8.3,2,0,1,35,2223,0,12,0,6,19,0,0,54.0,324,0.2137404580152671
0,2,30.0,0,0,15.05,0,0,1,26,2131,0,11,0,0,1,1,0,60.0,104,0.3647058823529411
1,1,39.0,1,1,110.8833,0,2,3,35,17421,1,46,1,1,3,2,2,39.0,101,0.6842105263157895
0,2,39.0,0,0,13.0,2,0,1,35,28213,1,55,0,1,4,1,0,78.0,104,0.3647058823529411
0,3,26.0,2,0,8.6625,2,0,3,35,315151,3,75,0,0,2,0,2,78.0,113,0.4021739130434782
0,3,20.0,0,0,7.05,2,0,1,31,3101307,2,84,0,6,19,0,0,60.0,324,0.2137404580152671
1,1,35.0,1,0,133.65,2,2,2,15,17611,1,46,1,1,3,2,2,35.0,101,0.6842105263157895
0,3,49.0,0,0,0.0,2,0,1,13,0,4,0,0,2,8,0,0,147.0,324,0.2137404580152671
0,2,23.0,0,0,15.0458,0,0,1,26,2133,0,11,0,0,1,1,0,46.0,104,0.3647058823529411
0,3,1.0,4,1,39.6875,2,3,6,35,3101295,2,84,0,6,19,5,1,3.0,54,0.0681818181818181
1,3,21.0,0,0,7.8792,1,1,1,35,330959,3,77,1,0,2,0,0,63.0,324,0.2137404580152671
0,3,30.0,1,2,23.45,2,0,4,36,6607,0,33,0,0,2,3,2,90.0,113,0.4021739130434782
1,2,3.0,1,1,26.0,2,3,3,35,230080,3,71,0,6,18,3,2,6.0,78,0.625
1,3,4.0,1,1,11.1333,2,3,3,35,347742,3,78,0,6,19,1,2,12.0,113,0.4021739130434782
0,3,19.0,0,0,7.65,2,0,1,35,348124,3,78,0,6,19,0,0,57.0,324,0.2137404580152671
0,3,40.5,0,0,7.75,1,0,1,35,367232,3,80,0,2,8,0,0,121.5,324,0.2137404580152671
1,3,1.0,0,2,15.7417,0,1,3,35,2653,0,15,1,6,19,1,2,3.0,113,0.4021739130434782
0,3,35.0,0,2,15.2458,0,2,3,35,2678,0,15,1,1,5,1,2,105.0,113,0.4021739130434782
0,3,21.0,0,0,7.925,2,0,1,33,3101280,2,84,0,0,2,0,0,63.0,324,0.2137404580152671
0,1,54.0,0,0,51.8625,2,0,1,35,17463,1,46,0,3,9,7,0,54.0,109,0.5365853658536586
0,3,30.0,0,0,15.5,1,0,1,35,36568,1,61,0,0,2,1,0,90.0,324,0.2137404580152671
0,2,25.0,1,2,41.5792,0,0,4,27,2123,0,11,0,0,1,6,2,50.0,78,0.625
0,3,26.0,1,0,14.4542,0,0,2,35,2680,0,15,0,0,2,1,2,78.0,113,0.4021739130434782
0,3,22.0,0,0,10.5167,2,1,1,35,7552,0,36,1,0,2,1,0,66.0,324,0.2137404580152671
1,3,31.0,1,1,20.525,2,2,3,35,363291,3,80,1,1,5,3,2,93.0,113,0.4021739130434782
1,1,49.0,1,0,89.1042,0,0,2,35,17453,1,46,0,2,6,10,2,49.0,101,0.6842105263157895
0,2,19.0,1,1,36.75,2,0,3,6,33112,1,58,0,6,18,5,2,38.0,78,0.625
0,2,24.0,0,0,10.5,2,0,1,6,29566,1,56,0,0,1,1,0,48.0,104,0.3647058823529411
1,3,16.0,0,0,8.05,2,0,1,32,392089,3,83,0,6,19,0,0,48.0,324,0.2137404580152671
1,1,25.0,1,0,55.4417,0,0,2,35,11765,1,41,0,0,0,7,2,25.0,101,0.6842105263157895
0,3,39.0,0,0,24.15,2,0,1,3,48871,1,65,0,1,5,3,0,117.0,324,0.2137404580152671
0,3,47.0,1,0,14.5,2,2,2,3,3337,0,21,1,2,8,1,2,141.0,113,0.4021739130434782
0,1,60.0,0,0,26.55,2,0,1,35,113800,3,68,0,3,9,3,0,60.0,109,0.5365853658536586
0,2,24.0,0,0,13.0,2,0,1,35,233866,3,71,0,0,1,1,0,48.0,104,0.3647058823529411
0,1,30.0,0,0,50.0,2,0,1,35,113767,3,68,0,0,0,7,0,30.0,109,0.5365853658536586
0,2,27.0,1,0,21.0,2,2,2,35,11668,1,41,1,0,1,3,2,54.0,78,0.625
1,2,30.0,0,0,13.8625,0,0,1,26,2146,0,11,0,0,1,1,0,60.0,104,0.3647058823529411
0,3,38.0,0,0,7.8958,2,0,1,35,349249,3,78,0,1,5,0,0,114.0,324,0.2137404580152671
0,3,44.0,0,0,8.05,2,0,1,35,364511,3,80,0,2,8,0,0,132.0,324,0.2137404580152671
1,2,21.0,0,0,10.5,2,1,1,6,31026,1,57,1,0,1,1,0,42.0,104,0.3647058823529411
1,3,24.0,0,2,16.7,2,2,3,16,9549,0,39,1,0,2,1,2,72.0,113,0.4021739130434782
1,2,45.0,0,0,13.5,2,2,1,35,223596,3,70,1,2,7,1,0,90.0,104,0.3647058823529411
1,2,8.0,1,1,36.75,2,3,3,6,33112,1,58,0,6,18,5,2,16.0,78,0.625
0,3,8.0,3,1,21.075,2,1,5,35,349909,3,78,1,6,19,3,1,24.0,54,0.0681818181818181
0,1,30.0,0,0,35.0,2,0,1,35,113510,3,68,0,0,0,5,0,30.0,109,0.5365853658536586
1,3,32.0,0,0,8.05,2,0,1,31,392078,3,83,0,1,5,0,0,96.0,324,0.2137404580152671
0,1,50.0,1,0,55.9,2,0,2,35,13507,1,43,0,2,6,7,2,50.0,101,0.6842105263157895
0,3,21.0,0,0,7.8,2,0,1,3,39886,1,63,0,0,2,0,0,63.0,324,0.2137404580152671
1,2,50.0,0,0,10.5,2,1,1,36,14258,1,44,1,2,7,1,0,100.0,104,0.3647058823529411
0,3,23.0,0,0,7.925,2,1,1,33,3101290,2,84,1,0,2,0,0,69.0,324,0.2137404580152671
1,3,32.0,0,0,7.8542,2,0,1,35,350417,3,79,0,1,5,0,0,96.0,324,0.2137404580152671
0,3,21.0,0,0,7.75,1,1,1,35,382649,3,82,1,0,2,0,0,63.0,324,0.2137404580152671
0,3,21.0,2,2,34.375,2,1,5,36,6608,0,33,1,0,2,5,1,63.0,54,0.0681818181818181
0,3,30.0,0,0,7.75,1,0,1,35,370377,3,81,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,25.0,0,0,7.225,0,0,1,35,2672,0,15,0,0,2,0,0,75.0,324,0.2137404580152671
0,3,15.0,1,1,7.2292,0,0,3,35,2695,0,15,0,6,19,0,2,45.0,113,0.4021739130434782
0,3,31.0,1,0,18.0,2,2,2,35,345763,3,78,1,1,5,1,2,93.0,113,0.4021739130434782
0,2,25.0,0,0,13.0,2,0,1,35,234686,3,71,0,0,1,1,0,50.0,104,0.3647058823529411
0,2,54.0,0,0,26.0,2,0,1,35,28403,1,55,0,3,10,3,0,108.0,104,0.3647058823529411
0,1,28.0,0,0,47.1,2,0,1,35,113059,3,68,0,0,0,6,0,28.0,109,0.5365853658536586
1,1,38.0,0,0,80.0,3,1,1,35,113572,3,68,1,1,3,10,0,38.0,109,0.5365853658536586
1,2,41.0,0,1,19.5,2,2,2,35,250644,3,73,1,2,7,1,2,82.0,78,0.625
0,3,33.0,0,0,8.6625,0,0,1,35,349239,3,78,0,1,5,0,0,99.0,324,0.2137404580152671
0,2,52.0,0,0,13.5,2,0,1,35,248731,3,72,0,3,10,1,0,104.0,104,0.3647058823529411
0,3,16.0,1,1,20.25,2,0,3,6,2673,0,15,0,6,19,3,2,48.0,113,0.4021739130434782
0,3,20.0,0,0,8.05,2,0,1,3,2151,0,11,0,6,19,0,0,60.0,324,0.2137404580152671
0,3,9.0,4,2,31.3875,2,3,7,35,347077,3,78,0,6,19,5,1,27.0,54,0.0681818181818181
1,3,30.0,0,0,8.1125,2,0,1,35,65306,1,67,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,30.0,0,0,7.8292,1,0,1,35,330979,3,77,0,0,2,0,0,90.0,324,0.2137404580152671
0,3,30.0,0,0,7.8958,2,0,1,35,349234,3,78,0,0,2,0,0,90.0,324,0.2137404580152671
1,1,54.0,1,0,59.4,0,2,2,15,17603,1,46,1,3,9,7,2,54.0,101,0.6842105263157895
0,3,26.0,0,0,7.8958,2,0,1,35,349224,3,78,0,0,2,0,0,78.0,324,0.2137404580152671
1,1,60.0,1,1,79.2,0,0,3,35,13567,1,43,0,3,9,9,2,60.0,101,0.6842105263157895
1,3,30.0,0,0,56.4958,2,0,1,35,1601,0,8,0,0,2,7,0,90.0,324,0.2137404580152671
1,1,44.0,0,1,57.9792,0,2,2,35,111361,3,68,1,2,6,7,2,44.0,101,0.6842105263157895
1,3,20.0,1,0,7.925,2,0,2,33,3101285,2,84,0,6,19,0,2,60.0,113,0.4021739130434782
0,3,3.5,3,1,25.4667,2,3,5,35,4133,0,26,0,6,19,3,1,10.5,54,0.0681818181818181
0,2,16.0,0,0,10.5,2,0,1,19,3,4,1,0,6,18,1,0,32.0,104,0.3647058823529411
0,3,43.0,1,6,46.9,2,2,8,8,2144,0,11,1,2,8,6,1,129.0,54,0.0681818181818181
